PDB_ID,Canonical SMILES
3e7b,CO[C@H]([C@@H](C(C)C)OC(=O)C[C@H](/C(=C(/C(=O)[O-])\C)/C(=O)[O-])O)[C@@H](CC(=O)[C@H]([C@H](CC[C@H]([C@@H]1O[C@@]2(CC[C@@H]1C)CC[C@H]([C@@H](O2)CC[C@@H](C(=O)C)C)C)C)O)C)O
3e7o,O=C(c1ccco1)Nc1cccc(c1)c1n[nH]c2c1cc(cc2)c1n[nH]cn1
3e81,OC[C@H]([C@H]([C@@H]1O[C@@](O)(C[C@@H]([C@H]1NC(=O)C)O)C(=O)O)O)O
3e85,O=C(Nc1ccccc1)Nc1ccccc1
3e8n,OC[C@H](CC1(CC1)S(=O)(=O)Nc1c(OC)cc(c(c1Nc1ccc(cc1F)I)F)F)O
3e8r,ONC(=O)[C@H]1C[C@]1(Cc1ccc(cc1)OCc1cc(nc2c1cccc2)c1ccccc1)C(=O)N
3e8u,OC[C@@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N)CCCNC(=[NH2+])N)Cc1ccccc1)C)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](C(C)C)NC(=O)C)CCC(=O)N
3e90,[NH3+]CCCC[C@@H](C(=O)N[C@@H](CCCNC(=[NH2+])N)CO)NC(=O)[C@@H](NC(=O)c1ccc2c(c1)cccc2)CCCC[NH3+]
3e92,Cc1nnc(o1)c1ccc(c(c1)C)c1cc(ccc1C)C(=O)NC1CC1
3e93,O=C(c1ccc(c(c1)c1ccc2c(c1)onc2C1CC[NH2+]CC1)C)Nc1cccc(c1)N1CCOCC1
3e9b,[O-]C(=O)[C@H](CSCC[B-]([OH2+])([OH2+])O)[NH3+]
3e9h,[NH3+]CCCC[C@@H](C(=O)NS(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)[NH3+]
3e9i,[NH3+]CCCC[C@@H](C(=O)NO[P@](=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)[O-])[NH3+]
3eax,O=C(C(=O)N1CCN(CC1)C(=O)C(=O)CC(=O)c1cccc(c1)OCc1ccccc1)CC(=O)c1cccc(c1)OCc1ccccc1
3eb1,[O-]C(=O)C(=O)CC(=O)c1cccc(c1)N(Cc1ccccc1)Cc1ccccc1
3ebb,CC(C[C@@H](C(=O)N[C@H](C(=O)NCC(=O)O)Cc1ccc(cc1)O)NC(=O)[C@H](CC(=O)O)[NH3+])C
3ebh,O[C@@H]([C@@H](Cc1ccccc1)[NH3+])C(=O)N[C@H](C(=O)[O-])CC(C)C
3ebi,[O-]C(=O)[C@@H](C[P@@](=O)([C@@H](CCc1ccccc1)[NH3+])O)Cc1ccccc1
3ebl,C=C1C[C@@]23C[C@H]1CC[C@H]3[C@@]13[C@H]([C@@H]2C(=O)[O-])[C@@](C)([C@H](CC1)O)C(=O)O3
3ebo,Oc1cc(O)c2c(c1)oc(cc2=O)c1ccccc1
3ebp,C[N@H+]1CC[C@@H]([C@@H](C1)O)c1c(O)cc(c2c1oc(cc2=O)c1ccccc1Cl)O
3ecn,CC(Cn1c(=O)n(C)c(=O)c2c1nc[nH]2)C
3ed0,Cc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)cc(c1)O
3ee2,COC(=O)Nc1[nH]c2c([nH+]1)cc(cc2)C(=O)c1cccs1
3eeb,[O-]P(=O)(O[C@@H]1[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@H]([C@@H]([C@@H]1OP(=O)([O-])[O-])O[P@](=O)(O)[O-])OP(=O)([O-])[O-])[O-]
3efj,COc1cc2c(ccnc2cc1OC)Oc1ccc(cc1F)c1cnc(n(c1=O)C)Cc1ccccc1
3efk,COc1cc2c(ccnc2cc1OC)Oc1ccc(cc1F)c1c[nH+]c(n(c1=O)C)Nc1ccc(cc1)F
3efr,[O-]C(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2
3efs,O[C@@H]1[C@@H](CO[P@](=O)(O[P@](=O)(OP(=O)([O-])[O-])[O-])[O-])O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
3eft,S=C(Nc1ccc(cc1Cl)S(=O)(=O)N)NC1CC(C)(C)N(C(C1)(C)C)O
3efw,CNc1nccc(n1)c1cccnc1Oc1ccc(cc1C)NC(=O)Nc1cccc(c1)C(F)(F)F
3eg6,OC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])CC(C)C)Cc1[nH]c[nH+]c1)C(C)C)CCC(=O)[O-])C)CCCNC(=[NH2+])N)C)NC(=O)CNC(=O)C
3egk,O=C(Cc1cccc(c1)Cl)OC[C@@H]1CCCN1C(=O)CNC(=O)OC(C)(C)C
3egt,CCCCCCCOc1ccc[n+](c1)C[C@@H]([P@](=O)(O)[O-])P(=O)([O-])[O-]
3ehn,OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)NC(=O)C
3eht,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H]([C@H](CC)C)C(=O)N)[C@H](CC)C)CCC(=O)[O-])CCSC)CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])C)Cc1nc[nH]c1)CO)CC(=O)N)CCCNC(=[NH2+])N
3ehw,O[C@H]1C[C@@H](O[C@@H]1CO[P@](=O)(N[P@](=O)(OP(=O)([O-])[O-])[O-])[O-])n1ccc(=O)[nH]c1=O
3ehx,CC(C[C@H](C(=O)[O-])NS(=O)(=O)c1ccc(cc1)c1ccccc1)C
3ehy,COc1ccc(cc1)S(=O)(=O)N[C@@H](C(=O)[O-])C
3eid,C[NH+](C[C@@H](COc1ccc(cc1)Nc1nccc(n1)c1cnn2c1ccc(n2)N1CCOCC1)O)C
3eig,[O-]C(=O)CC[C@@H](C(=O)[O-])NC(=O)c1ccc(cc1)N(Cc1cnc2c(n1)c(N)nc(n2)N)C
3eio,[NH3+][C@H](Cc1cc(F)c(cc1F)F)CC(=O)N1CCCN(CC1)C(=O)c1ccc(cc1)C(=O)[O-]
3ej1,c1nc(NC2CC2)nc(c1)c1cnn2c1cccn2
3ej5,[O-]C(=O)c1ccc(cc1)CCCc1c(O)[nH]c([nH+]c1=O)N
3ejp,O[C@@H]1C[N@@H+]2[C@@H]([C@@H]1O)[C@H](O)CC[C@@H]2CC(=O)c1ccccc1
3ejq,Cc1ccc(cc1)C(=O)C[C@H]1CC[C@H]([C@H]2[N@H+]1C[C@H]([C@H]2O)O)O
3ejr,O[C@@H]1C[N@@H+]2[C@@H]([C@@H]1O)[C@H](O)CC[C@@H]2CC(=O)c1ccc(cc1)C(C)(C)C
3ejs,O[C@@H]1C[N@@H+]2[C@@H]([C@@H]1O)[C@H](O)CC[C@@H]2CCc1ccc(cc1)C(C)(C)C
3ejt,O[C@@H]1C[N@@H+]2[C@@H]([C@@H]1O)[C@H](O)CC[C@H]2CCc1ccc(cc1)C(C)(C)C
3eju,O[C@@H]1C[N@@H+]2[C@@H]([C@@H]1O)[C@H](O)CC[C@H]2CC(=O)c1ccc(cc1)C(C)(C)C
3eka,OC[C@@H]([C@H]1OC(=O)C(=O)C1=O)O
3ekn,COc1cc(ccc1Nc1nc(Nc2cccc(c2C(=O)N)F)c2c(n1)[nH]cc2)N1CC[NH+](CC1)C(C)C
3eko,O=C(c1c(O)cc(cc1O)O)n1cccc1
3ekp,CC(CN(S(=O)(=O)c1ccc(cc1)N)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)O)C
3ekq,NC(=O)C[C@@H](C(=O)N[C@H]([C@@H](C[N@@H+]1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C)O)Cc1ccccc1)NC(=O)c1ccc2c(n1)cccc2
3ekr,Oc1ccc(c(c1)O)C(=O)N1CCC[C@@H]1c1ccccc1C
3eks,CC(=O)O[C@@H]1/C=C/[C@@](C)(O)C(=O)[C@H](C/C=C/[C@@H]2[C@]31C(=O)N[C@H]([C@@H]3[C@H](C)C(=C)[C@H]2O)Cc1ccccc1)C
3ekt,CC(CN(S(=O)(=O)c1ccc(cc1)N)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@@H]2[C@H]1CCO2)O)C
3ekv,CC(CN(S(=O)(=O)c1ccc(cc1)N)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)O)C
3ekw,COC(=O)N[C@@H](C(C)(C)C)C(=O)NN(Cc1ccc(cc1)c1ccccn1)C[C@@H]([C@H](Cc1ccccc1)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O
3ekx,O[C@@H]([C@@H](NC(=O)c1cccc(c1C)O)CSc1ccccc1)C[N@@H+]1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
3eky,COC(=O)N[C@@H](C(C)(C)C)C(=O)NN(Cc1ccc(cc1)c1ccccn1)C[C@@H]([C@H](Cc1ccccc1)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O
3el0,O[C@@H]([C@@H](NC(=O)c1cccc(c1C)O)CSc1ccccc1)C[N@@H+]1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
3el1,COC(=O)N[C@@H](C(C)(C)C)C(=O)NN(Cc1ccc(cc1)c1ccccn1)C[C@@H]([C@@H](N/C(=C(/C(C)(C)C)\NC(=O)OC)/O)Cc1ccccc1)O
3el4,NC(=O)C[C@@H](C(=O)N[C@H]([C@@H](C[N@@H+]1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C)O)Cc1ccccc1)NC(=O)c1ccc2c(n1)cccc2
3el5,O[C@@H]([C@@H](NC(=O)c1cccc(c1C)O)CSc1ccccc1)C[N@@H+]1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
3el7,O=C(Nc1cccc(c1)C(F)(F)F)Nc1cccc(c1)Cc1nn(c2c1c(N)ncn2)C1CCCC1
3el8,O=C(Nc1cccc(c1)C(F)(F)F)Nc1ccc(cc1)c1nn(c2c1c(N)ncn2)C(C)C
3el9,COC(=O)N[C@@H](C(C)(C)C)C(=O)NN(Cc1ccc(cc1)c1ccccn1)C[C@@H]([C@H](Cc1ccccc1)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O
3elc,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cc(F)c([nH+]c1=O)N
3elj,COc1cc(ccc1Nc1nc(Nc2cccc(c2C(=O)N)F)c2c(n1)[nH]cc2)CS(=O)(=O)C
3elm,CCOc1ccc(cc1)c1ccc(s1)S(=O)(=O)N[C@H](C1CCN(CC1)C(=O)OC(C)C)C(=O)[O-]
3emg,OC[C@@H](NC(=O)c1sc(nc1C)c1ccnc(n1)Nc1cc(C)cc(c1)C)C
3emh,OC(=O)CC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)Cc1nc[nH]c1)C(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])C)CCC[NH+]=C(N)N)C
3eml,Oc1ccc(cc1)CCNc1nc2nc(nn2c([nH+]1)N)c1ccco1
3ens,N#C[C@H](/C(=N\[C@H]1CCCCN(C1=O)CC(=O)N1CCCC1)/Nc1cccc2c1[nH]cc2Cl)C(=O)OC
3eoc,COc1cc(Nc2ncc3n(n2)c(nc3C)c2ccccc2)cc(c1OC)OC
3eor,[O-][P@@](=O)(CO[C@@H](CO)Cn1ccc([nH+]c1=O)N)O
3eos,CNc1[nH]c2c([nH+]1)cc1c(c2CC[NH2+]CC2CCCCC2)[nH+]c([nH]c1=O)N
3eou,OCCc1c2[nH+]c([nH]c2cc2c1[nH+]c(N)[nH]c2=O)NC
3eov,CCCC[C@H]([C@H]([C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)O)C
3eq7,O/C(=C\CN1C(=O)c2c(C1=O)cccc2)/N1CC(C[C@H]1C(=O)N1CCCC1)(F)F
3eq8,O=C(N1CCC[C@H]1C(=O)N1CCCC1)CCn1c2ccccc2nc(c1=O)c1ccccc1
3eq9,O=C(N1CCC[C@H]1C(=O)N1CCCC1)CCCN1C(=O)NC(C1=O)(c1ccccc1)c1ccccc1
3eqb,[NH3+]CCNc1nnc(o1)c1ccc(c(c1Nc1ccc(cc1F)I)F)F
3eql,CCCC/C(=C/C=C(/C(=O)c1c(O)cc(oc1=O)CCC/C=C/NC(=O)OC)\C)/C
3eqr,COC(CCn1nc(c2c1nc(nc2)Nc1ccc(cc1)N1CC[NH2+]CC1)Nc1c(C)cccc1C)(C)C
3eqs,OC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])CO)CC(C)C)CC(C)C)CC(=O)N)Cc1c[nH]c2c1cccc2)Cc1ccc(cc1)O)CCC(=O)[O-])C)Cc1ccccc1)NC(=O)[C@H]([C@H](O)C)[NH3+]
3eqy,OC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)[O-])CO)CC(C)C)CC(C)C)CC(=O)N)Cc1c[nH]c2c1cccc2)Cc1ccc(cc1)O)CCC(=O)[O-])C)Cc1ccccc1)NC(=O)[C@H]([C@H](O)C)[NH3+]
3er3,O=C[C@@H](NC(=O)[C@@H](C[C@@H]([C@@H](NC(=O)[C@H](Cc1c[nH]c[nH+]1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)CC1CCCCC1)O)CC(C)C)CCCC[NH3+]
3er5,CC[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])CCCC[NH3+])Cc1c[nH]cn1)NC(=O)[C@H](C(C)C)NC(=O)C[C@@H]([C@@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC[NH2+]1)CC(C)C)O)C
3erd,CC/C(=C(\c1ccc(cc1)O)/CC)/c1ccc(cc1)O
3erk,Nc1nccc(n1)c1n(cnc1c1ccc(cc1)F)C1CC[NH2+]CC1
3ern,O[C@H]1[C@H](O)[C@H](O[C@H]1n1ccc([nH+]c1=O)N)COP(=O)([O-])[O-]
3ert,CC/C(=C(\c1ccc(cc1)O)/c1ccc(cc1)OCC[NH+](C)C)/c1ccccc1
3ery,OC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])CC(C)C)CC(=O)[O-])Cc1ccccc1)C)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)N)[NH3+])CC(C)C
3esj,O[C@@H]1[C@@H]2O[P@@](=O)([O-])OC[C@H]2O[C@H]1n1ccc([nH+]c1=O)N
3ess,O=C1NC(=O)c2c3c1cccc3ccc2
3et7,O=C1Cc2c(N1)ccc(c2)Nc1ncc(c(n1)NCc1ccccc1S(=O)(=O)N1CCCC1)C(F)(F)F
3eta,[NH3+]Cc1ccc(cc1)c1cnc2c(c1)c(c[nH]2)c1cccc(c1)NC(=O)Nc1ccccc1Oc1ccccc1
3eu5,O=C(NC/C(=C/CC/C(=C/CO[P@@](=O)(OP(=O)([O-])[O-])[O-])/C)/C)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2
3eu7,CC[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])C)CO)CC(C)C)CCC(=O)[O-])CCC(=O)[O-])Cc1ccccc1)Cc1c[nH]c2c1cccc2)CC(=O)N)CC(C)C)CO)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@@H]([NH3+])C)C
3evc,O[C@@H]1[C@@H](CO[P@](=O)(OP(=O)([O-])[O-])[O-])O[C@H]([C@@H]1O)n1cnc2c1[nH+]c(N)[nH]c2=O
3evd,O[C@@H]1[C@@H](CO[P@](=O)(O[P@@](=O)(OP(=O)([O-])[O-])[O-])[O-])O[C@H]([C@@H]1O)n1cnc2c1[nH+]c(N)[nH]c2=O
3evf,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1[nH+]c(N)[nH]c2=O)COP(=O)([O-])[O-]
3ew2,[O-]C(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2
3ewc,CSC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1N=CNC[C@H]2O
3ewh,CNc1nccc(n1)c1cccnc1Oc1ccc(c2c1cccc2)Nc1[nH+]c2c([nH]1)ccc(c2)C(F)(F)F
3ewj,[O-]C(=O)[C@H]1C[C@]21C[C@H](NC2=O)c1ccc(cc1)OCc1cc(nc2c1cccc2)c1ccccc1
3ewu,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1c(=O)[nH]c(=O)cc1C(=O)C)COP(=O)([O-])[O-]
3ewz,N#Cc1cn(c(=O)[nH]c1=O)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)COP(=O)([O-])[O-]
3ex2,N#C[C@H]1CC(=O)NC(=O)N1[C@@H]1O[C@@H]([C@H]([C@H]1O)O)COP(=O)([O-])[O-]
3ex3,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1ccc(=O)[nH]c1=O)COP(=O)([O-])[O-]
3ex6,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1ccc(=O)[nH]c1=O)COP(=O)([O-])[O-]
3exe,Cc1ncc(c(n1)N)C[n+]1csc(c1C)CCO[P@@](=O)(OP(=O)([O-])[O-])[O-]
3exf,Cc1ncc(c(n1)N)C[n+]1csc(c1C)CCO[P@@](=O)(OP(=O)([O-])[O-])[O-]
3exh,Cc1ncc(c(n1)N)C[n+]1csc(c1C)CCO[P@@](=O)(OP(=O)([O-])[O-])[O-]
3exo,Cc1ccc(cc1NS(=O)(=O)C)Nc1ncnc(c1)c1ccccc1
3eyd,O=C(N[C@@H](C(C)(C)C)CN(S(=O)(=O)C)C)N[C@@H](C(C)(C)C)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](B([OH2+])[OH2+])CC1CCC1)C2(C)C
3eyf,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N)Cc1ccc(cc1)O)NC(=O)[C@@H](NC(=O)[C@H]([C@H](O)C)NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@H](CC)C)NC(=O)[C@H]([C@H](O)C)[NH3+])Cc1ccc(cc1)O)CC(=O)N)CC(C)C
3eyg,N#CCC(=O)N1CC[C@H]([C@H](C1)N(c1ncnc2c1cc[nH]2)C)C
3eyh,Fc1ccc2c(c1)c1c(=O)[nH]ccc1c1c2[nH]c(n1)C(C)(C)C
3eyl,CC[C@@H](C(=O)N[C@H]1[C@H](CC[C@@H]2N(C1=O)[C@@H](CC2)C(=O)NC(c1ccccc1)c1ccccc1)CC[NH3+])[NH3+]
3eys,NC(=[NH2+])NCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])CC(=O)[O-])Cc1[nH]c[nH+]c1)NC(=O)[C@@H](NC(=O)[C@@H]1CCC(=O)N1)Cc1ccccc1
3eyu,NC(=[NH2+])NCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])C)CCC(=O)[O-])Cc1[nH]cnc1)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)[O-])[NH3+])Cc1ccccc1
3ezr,COc1cc(N)ccc1c1ccc2c(c1)[nH]nc2c1nc2c([nH]1)cccc2N1CC[NH+](CC1)C
3ezv,C[NH+]1CCN(CC1)c1cccc2c1nc([nH]2)c1n[nH]c2c1ccc(c2)c1ccc(cc1)N
3f07,ONC(=O)/C=C/c1cc(cn1C)C(=O)Cc1ccccc1
3f0r,ONC(=O)/C=C/C(=C/[C@H](C(=O)c1ccc(cc1)N(C)C)C)/C
3f15,OC[C@H](CN(S(=O)(=O)c1ccc(cc1)OC)CC(=O)NO)O
3f16,OC[C@H](C(=O)NO)NS(=O)(=O)c1ccc(cc1)OC
3f17,ONC(=O)CNS(=O)(=O)c1ccc(cc1)c1ccccc1
3f18,OCCN(S(=O)(=O)c1ccc(cc1)F)CC(=O)NO
3f19,ONC(=O)CNS(=O)(=O)c1ccc(cc1)F
3f1a,ONC(=O)CNS(=O)(=O)c1ccccc1
3f2a,[O-]C(=O)/C=C/c1cccc(c1)c1cncc(n1)N1CCC[N@@H+](CC1)C
3f33,CC(c1cccc(c1O)C(C)C)C
3f34,CCc1cccc(c1O)CC
3f35,CCc1cccc(c1O)CC
3f36,CC(c1ccccc1O)C
3f37,Cc1cccc(c1O)C
3f38,Cc1cccc(c1O)C
3f39,Oc1ccccc1
3f3a,[O-]C(=O)[C@H](Cc1c[nH]c2c1cccc2)[NH3+]
3f3c,[NH3+][C@H](C(=O)[O-])Cc1ccc(cc1)F
3f3d,[O-]C(=O)[C@@H]([NH3+])CCSC
3f3e,[NH3+][C@H](C(=O)[O-])CC(C)C
3f3t,O=C(Nc1cccc2c1cccc2)Nc1cc(nn1c1cccc(c1)N)C(C)(C)C
3f3u,O=C(Nc1cc(nn1c1cccc(c1)N)C(C)(C)C)Nc1ccccc1
3f3v,O=C(Nc1cc(nn1c1cccc(c1)C)C(C)(C)C)Nc1ccc(cc1)Nc1ncnc2c1cc(N)cc2
3f3w,O=C(Nc1cc(nn1c1cccc(c1)C)C(C)(C)C)Nc1ccc(cc1)Nc1ncnc2c1cc(N)cc2
3f48,[O-]C(=O)[C@@H]([NH3+])C
3f5j,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
3f5k,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@H]([C@@H]([C@H]2O)O)O[C@@H]2[C@@H](CO)O[C@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
3f5l,OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O
3f5p,OCC[N@H+](CCCOc1cc2ncc(c(c2cc1OC)Nc1ccc(c(c1)Cl)Sc1nccn1C)C#N)C
3f66,C[NH+]1CCN(CC1)c1cnc2c(n1)c(cc(c2)C(F)(F)F)c1cccc(c1)O
3f68,CC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1cccc(c1)Cl)CC1CCCCC1
3f69,COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c1c1n2c2ccccc2c1c1c3CNC1=O
3f6e,O=C([C@H]1SC(=C(N1Cc1cnc(nc1N)C)C)CCO[P@](=O)(OP(=O)([O-])[O-])[O-])/C=C/c1cccnc1
3f6g,CC[C@@H]([C@@H](C(=O)[O-])[NH3+])C
3f6h,CC[C@@H]([C@@H](C(=O)[O-])[NH3+])C
3f70,C[NH2+]CCCC[C@@H](C=O)[NH3+]
3f78,FC(O[C@H](C(F)(F)F)Cl)F
3f7b,O=C(c1cc(cnc1Sc1ccccc1)S(=O)(=O)N)NCCc1ccccc1
3f7g,CC([C@@H](C(=O)N1CCC[C@H]1C(=O)NCC(c1ccccc1)c1ccccc1)NC(=O)[C@@H]([NH3+])C)C
3f7h,C[NH2+][C@H](C(=O)N[C@@H](C(C)(C)C)C(=O)N1CC[C@@H]2[C@H]1[C@H](CC2)NC(=O)C(c1ccccc1)c1ccccc1)C
3f7i,C[NH2+][C@H](C(=O)N[C@@H](C(C)(C)C)C(=O)N1CC[C@@H]2[C@H]1[C@H](CC2)NC(=O)c1cccc2c1cccc2)C
3f7u,COCCCNC(=O)c1cc(cnc1Sc1ccccc1)S(=O)(=O)N
3f7z,COc1ccc(cc1F)CSc1nnc(o1)c1ccc2c(c1)OCO2
3f80,[O-][N+](=O)CCCC[C@@H](C(=O)[O-])[NH3+]
3f81,S=C1SC(=C)C(=O)N1CCS(O)(O)O
3f82,CCOc1ccn(c(=O)c1C(=O)Nc1ccc(c(c1)F)Oc1ccnc(c1Cl)N)c1ccc(cc1)F
3f88,COc1ccc(cc1)n1cnc2c1cc(cc2)c1n[nH]c(=S)o1
3f8c,CCOc1ccc(cc1)c1nc2c([nH]1)cc(cc2)c1nc2c([nH]1)cc(cc2)N1CC[NH+](CC1)C
3f8e,COc1cc(O)c(cc1[C@H](CC(C)C)O)/C=C\C(=O)[O-]
3f8f,COc1cccc2c1C(=O)c1c(C2=O)c(O)c2c(c1O)[C@@H](O[C@H]1C[C@H]([NH3+])[C@@H]([C@@H](O1)C)O)C[C@](C2)(O)C(=O)C
3f8s,O=C(N1CCC(C1)(F)F)[C@H]1NC[C@H](C1)[NH+]1CCN(CC1)c1ncccn1
3f8w,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1N=CN[C@@H]2[NH3+]
3f9n,CCCC[C@@H](C(=O)N1CCC[C@@]2(C1)CCC[NH2+]C2)Sc1nc2ccccc2c(=O)n1c1cccc(c1)Cl
3f9w,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])CCCNC(=[NH2+])N)CC(C)C)C(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])C)CCCNC(=[NH2+])N)Cc1c[nH]cn1)CCCNC(=[NH2+])N
3f9y,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])CC(C)C)C(C)C)CCCC[NH2+]C)CCCNC(=[NH2+])N)Cc1[nH]cnc1)CCCNC(=[NH2+])N)[NH3+]
3fa3,[O-]C(=O)C(C(C(=O)[O-])(O)O)(F)F
3faa,CC(=O)Nc1[nH]c(c([nH+]1)c1ccc2c(c1)nccn2)c1ccc(c(n1)C)F
3fal,CCCCN(c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)O)Cc1cc(Cl)c(c(c1)OC)OC
3fas,[O-]C(=O)CC[C@@H](C(=O)[O-])[NH3+]
